id_order,customer_id,id_sale,order_date,id_subcategory,id_category,id_city,id_location
OD182,45,182,2015-12-05,2,2,11,37
OD183,7,183,2015-11-19,13,1,17,80
OD184,50,184,2015-11-19,5,3,19,63
OD185,30,185,2015-11-19,16,3,12,13
OD186,22,186,2017-11-28,18,6,9,40
OD187,9,187,2015-08-26,8,5,19,58
OD188,25,188,2017-07-16,15,2,21,66
OD189,34,189,2017-07-16,19,4,17,38
OD190,48,190,2016-10-12,15,2,1,28
OD191,30,191,2016-10-12,19,4,9,40
OD192,20,192,2016-10-12,4,4,9,40
OD193,25,193,2016-10-12,2,2,4,27
OD194,32,194,2016-10-12,1,1,4,27
OD195,13,195,2016-10-31,10,7,8,9
OD196,14,196,2015-03-21,13,1,22,77
OD197,39,197,2015-03-21,23,5,10,68
OD198,19,198,2018-11-06,5,3,21,41
OD199,50,199,2018-07-06,14,7,8,71
OD200,2,200,2018-07-06,10,7,6,29
OD201,27,201,2018-06-24,5,3,8,71
OD202,41,202,2015-08-03,8,5,18,78
OD203,4,203,2015-08-03,5,3,7,8
OD204,24,204,2018-12-17,1,1,1,31
OD205,47,205,2018-06-03,21,1,24,81
OD206,40,206,2018-12-09,14,7,17,49
OD207,19,207,2018-12-01,12,7,3,60
OD208,18,208,2018-12-01,10,7,7,34
OD209,33,209,2018-12-01,14,7,21,66
OD210,30,210,2018-12-01,15,2,1,31
OD211,8,211,2018-12-01,17,4,13,15
OD212,19,212,2016-02-09,12,7,6,79
OD213,13,213,2016-01-02,15,2,18,45
OD214,17,214,2016-01-02,22,3,2,25
OD215,7,215,2016-01-02,2,2,11,65
OD216,1,216,2016-01-02,18,6,7,74
OD217,14,217,2016-01-02,22,3,2,25
OD218,32,218,2017-10-28,1,1,8,9
OD219,26,219,2017-10-28,19,4,24,61
OD220,42,220,2016-12-24,4,4,21,41
OD221,15,221,2016-12-24,16,3,17,30
OD222,28,222,2016-12-24,20,7,1,28
OD223,15,223,2016-12-24,20,7,17,30
OD224,11,224,2016-12-24,15,2,3,48
OD225,9,225,2016-12-24,12,7,16,24
OD226,19,226,2016-08-09,12,7,8,32
OD227,35,227,2016-08-09,5,3,17,38
OD228,1,228,2016-08-09,11,6,18,33
OD229,2,229,2016-02-28,13,1,15,82
OD230,15,230,2016-02-28,2,2,15,82
OD231,42,231,2015-09-13,23,5,2,2
OD232,35,232,2018-04-07,15,2,11,83
OD233,35,233,2018-04-07,16,3,18,84
OD234,15,234,2018-04-07,11,6,5,5
OD235,23,235,2018-04-07,15,2,16,85
OD236,31,236,2018-04-07,19,4,20,86
OD237,22,237,2018-11-12,8,5,14,18
OD238,45,238,2017-06-04,23,5,7,34
OD239,6,239,2017-06-04,17,4,14,54
OD240,42,240,2017-06-04,11,6,6,79
OD241,15,241,2017-06-04,8,5,20,39
OD242,29,242,2017-06-04,2,2,23,55
OD243,20,243,2017-06-04,13,1,24,72
OD244,44,244,2017-06-04,1,1,9,35
OD245,38,245,2015-06-01,7,5,23,55
OD246,40,246,2015-06-01,20,7,13,15
OD247,39,247,2015-06-01,19,4,3,60
OD248,5,248,2015-06-01,2,2,19,36
OD249,45,249,2015-06-01,11,6,5,42
OD250,27,250,2017-12-10,2,2,1,20
OD251,23,251,2017-09-11,2,2,8,9
OD252,30,252,2017-09-11,2,2,12,87
OD253,15,253,2017-12-10,22,3,21,41
OD254,50,254,2017-12-10,17,4,21,41
OD255,21,255,2016-11-28,22,3,7,34
OD256,1,256,2016-11-28,6,4,8,32
OD257,45,257,2016-11-28,15,2,5,42
OD258,14,258,2016-11-28,14,7,9,35
OD259,33,259,2018-12-01,15,2,4,27
OD260,37,260,2018-12-01,23,5,18,45
OD261,26,261,2018-12-01,1,1,15,22
OD262,45,262,2018-06-08,5,3,2,16
OD263,38,263,2015-09-19,5,3,13,15
OD264,31,264,2015-09-19,15,2,22,43
OD265,7,265,2017-06-06,20,7,19,36
OD266,1,266,2016-11-10,17,4,8,9
OD267,22,267,2018-06-16,12,7,3,88
OD268,42,268,2017-01-22,1,1,24,47
OD269,6,269,2018-12-09,8,5,4,27
OD270,32,270,2018-12-09,15,2,11,65
OD271,33,271,2018-12-28,18,6,22,75
OD272,9,272,2016-07-30,18,6,15,19
OD273,20,273,2016-07-30,19,4,16,51
OD274,8,274,2016-07-30,8,5,1,20
OD275,9,275,2018-09-16,17,4,23,73
OD276,30,276,2018-09-16,8,5,21,50
OD277,22,277,2018-10-13,20,7,7,74
OD278,47,278,2018-10-13,1,1,24,47
OD279,17,279,2018-10-13,9,6,24,47
OD280,26,280,2018-10-13,4,4,21,41
OD281,41,281,2016-09-26,9,6,10,21
OD282,38,282,2016-09-26,17,4,3,60
OD283,46,283,2016-11-02,15,2,9,10
OD284,30,284,2016-09-26,7,5,13,14
OD285,43,285,2016-09-26,17,4,18,78
OD286,5,286,2016-09-26,23,5,5,23
OD287,8,287,2017-12-18,21,1,8,64
OD288,2,288,2017-12-18,18,6,19,63
OD289,32,289,2017-12-18,19,4,23,89
OD290,7,290,2017-11-20,7,5,8,71
OD291,7,291,2017-11-20,22,3,9,40
OD292,30,292,2017-11-20,19,4,17,30
OD293,46,293,2017-11-20,10,7,5,62
OD294,47,294,2015-12-26,9,6,7,8
OD295,46,295,2015-12-26,1,1,4,6
OD296,20,296,2015-12-26,22,3,4,6
OD297,49,297,2015-12-26,13,1,2,90
OD298,38,298,2015-12-26,1,1,14,18
OD299,14,299,2017-10-28,5,3,24,47
OD300,2,300,2017-10-28,14,7,11,65
OD301,18,301,2017-10-28,23,5,5,62
OD302,28,302,2017-10-28,13,1,16,24
OD303,21,303,2017-10-28,23,5,4,27
OD304,20,304,2018-11-19,11,6,15,76
OD305,25,305,2016-05-04,13,1,13,26
OD306,21,306,2015-12-30,23,5,18,33
OD307,19,307,2015-06-01,6,4,5,62
OD308,14,308,2015-06-01,21,1,21,41
OD309,33,309,2018-04-15,11,6,15,82
OD310,40,310,2017-09-12,18,6,11,12
OD311,13,311,2017-09-12,13,1,16,51
OD312,1,312,2017-09-12,9,6,1,20
OD313,28,313,2017-09-12,15,2,22,75
OD314,41,314,2015-09-27,6,4,3,48
OD315,17,315,2015-08-09,14,7,2,2
OD316,29,316,2015-08-09,18,6,9,56
OD317,13,317,2015-12-28,4,4,19,70
OD318,42,318,2015-11-04,8,5,1,28
OD319,39,319,2015-11-04,11,6,16,24
OD320,42,320,2015-11-04,5,3,2,25
OD321,16,321,2015-11-04,4,4,4,27
OD322,46,322,2015-11-04,21,1,10,68
OD323,42,323,2015-09-19,8,5,21,50
OD324,25,324,2017-04-23,2,2,12,87
OD325,30,325,2017-04-23,4,4,21,50
OD326,45,326,2018-11-03,22,3,2,2
OD327,19,327,2017-08-30,4,4,19,70
OD328,17,328,2017-08-30,2,2,1,28
OD329,29,329,2017-08-30,2,2,4,27
OD330,41,330,2017-08-30,2,2,21,41
OD331,9,331,2017-08-30,18,6,10,68
OD332,37,332,2017-04-25,19,4,6,29
OD333,37,333,2017-04-25,2,2,18,45
OD334,24,334,2017-04-25,23,5,20,44
OD335,19,335,2016-09-01,21,1,3,3
OD336,11,336,2016-09-01,22,3,3,3
OD337,16,337,2016-09-01,17,4,20,91
OD338,3,338,2015-07-12,8,5,4,6
OD339,32,339,2015-07-12,3,3,16,51
OD340,28,340,2016-06-22,7,5,11,12
OD341,3,341,2015-04-13,13,1,9,40
OD342,14,342,2015-04-13,15,2,5,62
OD343,1,343,2015-04-13,12,7,18,45
OD344,32,344,2015-04-13,17,4,20,44
OD345,40,345,2016-12-20,12,7,23,55
OD346,28,346,2018-06-15,23,5,15,19
OD347,32,347,2018-07-08,17,4,21,41
OD348,38,348,2018-07-08,22,3,22,77
OD349,18,349,2018-07-08,12,7,17,30
OD350,26,350,2017-09-01,3,3,14,69
OD351,28,351,2017-09-01,4,4,10,68
OD352,22,352,2017-09-01,23,5,16,24
OD353,9,353,2017-09-01,22,3,10,68
OD354,41,354,2017-09-01,2,2,5,62
OD355,50,355,2017-04-08,7,5,13,26
OD356,11,356,2017-04-08,4,4,7,74
OD357,29,357,2017-04-08,11,6,6,29
OD358,41,358,2017-04-08,21,1,23,46
OD359,26,359,2017-04-23,17,4,24,81
OD360,5,360,2018-03-08,17,4,21,92
OD361,30,361,2018-03-08,18,6,11,83
OD362,36,362,2018-09-25,10,7,3,48
OD363,21,363,2018-09-25,10,7,13,26
OD364,9,364,2018-09-25,14,7,10,68
OD365,18,365,2018-09-25,2,2,14,69
OD366,38,366,2015-09-24,8,5,11,12
OD367,34,367,2017-10-21,18,6,12,93
OD368,30,368,2017-10-21,14,7,7,74
OD369,31,369,2017-10-21,7,5,10,68
OD370,23,370,2017-10-21,21,1,8,71
OD371,29,371,2018-05-29,4,4,15,76
OD372,39,372,2018-05-29,22,3,10,21
OD373,42,373,2015-07-23,23,5,21,50
OD374,22,374,2015-07-23,2,2,5,23
OD375,12,375,2015-07-23,21,1,1,20
OD376,3,376,2015-07-23,14,7,22,75
OD377,10,377,2017-09-28,9,6,21,66
OD378,10,378,2018-08-27,3,3,18,45
OD379,39,379,2016-04-28,22,3,19,36
OD380,3,380,2016-04-28,21,1,18,33
OD381,9,381,2016-04-28,22,3,5,42
OD382,47,382,2017-10-28,1,1,11,12
OD383,23,383,2017-10-28,14,7,21,50
OD384,4,384,2016-06-26,2,2,6,79
OD385,50,385,2016-11-27,14,7,24,81
OD386,26,386,2016-11-27,19,4,5,5
OD387,33,387,2016-12-03,7,5,24,47
OD388,1,388,2016-12-03,11,6,21,41
OD389,29,389,2015-11-24,9,6,9,40
OD390,37,390,2018-12-11,7,5,23,46
OD391,7,391,2018-12-11,23,5,10,68
OD392,8,392,2015-09-21,21,1,23,73
OD393,3,393,2015-09-21,3,3,4,6
OD394,5,394,2015-06-07,13,1,21,66
OD395,32,395,2018-06-30,22,3,14,18
OD396,46,396,2018-10-17,8,5,13,26
OD397,47,397,2018-10-17,15,2,10,68
OD398,48,398,2016-10-31,18,6,13,15
OD399,23,399,2017-09-08,23,5,6,79
OD400,21,400,2017-09-08,2,2,24,72
OD401,11,401,2017-09-08,2,2,3,60
OD402,6,402,2017-09-08,12,7,5,42
OD403,28,403,2015-12-24,8,5,15,82
OD404,37,404,2015-04-16,11,6,19,63
OD405,16,405,2018-12-24,1,1,24,47
OD406,43,406,2018-12-08,3,3,3,3
OD407,12,407,2018-12-08,22,3,15,19
OD408,45,408,2018-12-08,6,4,2,90
OD409,50,409,2018-12-08,15,2,6,7
OD410,9,410,2018-12-08,10,7,2,90
OD411,9,411,2018-12-08,8,5,20,91
OD412,1,412,2018-12-08,11,6,23,73
OD413,7,413,2018-12-08,13,1,3,3
OD414,5,414,2018-12-08,23,5,4,6
OD415,2,415,2018-11-03,20,7,11,12
OD416,42,416,2018-11-03,16,3,18,78
OD417,15,417,2018-06-24,11,6,12,87
OD418,30,418,2017-04-14,15,2,19,58
OD419,4,419,2018-11-06,16,3,10,94
OD420,3,420,2018-03-04,2,2,8,9
OD421,37,421,2018-03-04,20,7,24,61
OD422,35,422,2015-06-22,19,4,3,3
OD423,29,423,2018-10-19,23,5,11,65
OD424,46,424,2018-10-19,5,3,1,28
OD425,36,425,2018-08-21,8,5,10,94
OD426,42,426,2018-11-23,15,2,16,59
OD427,2,427,2018-11-23,2,2,15,76
OD428,30,428,2015-09-12,18,6,23,46
OD429,28,429,2018-10-01,17,4,20,39
OD430,39,430,2017-04-15,22,3,5,5
OD431,1,431,2017-04-15,6,4,2,2
OD432,34,432,2017-04-15,5,3,23,89
OD433,33,433,2017-04-15,15,2,17,80
OD434,38,434,2017-06-06,23,5,17,30
OD435,48,435,2015-12-19,18,6,9,56
OD436,18,436,2015-12-19,11,6,13,57
OD437,47,437,2017-06-12,10,7,4,17
OD438,49,438,2017-06-12,18,6,15,76
OD439,26,439,2018-09-15,1,1,18,33
OD440,29,440,2018-01-20,19,4,3,48
OD441,39,441,2017-09-05,4,4,23,55
OD442,27,442,2017-09-05,18,6,5,42
OD443,2,443,2017-09-05,20,7,12,67
OD444,30,444,2017-09-05,16,3,10,21
OD445,39,445,2017-09-05,16,3,18,33
OD446,11,446,2017-09-05,9,6,8,32
OD447,29,447,2018-03-20,9,6,9,35
OD448,37,448,2017-04-01,15,2,11,65
OD449,10,449,2017-04-01,8,5,21,41
OD450,2,450,2017-04-01,16,3,4,27
OD451,44,451,2017-04-01,1,1,21,41
OD452,19,452,2017-04-01,14,7,24,47
OD453,36,453,2017-04-01,13,1,24,47
OD454,33,454,2018-10-20,1,1,7,74
OD455,15,455,2018-10-20,7,5,23,46
OD456,12,456,2017-12-13,18,6,5,42
OD457,5,457,2015-02-12,16,3,8,9
OD458,24,458,2017-09-26,16,3,3,60
OD459,20,459,2017-09-26,12,7,12,67
OD460,9,460,2016-12-15,3,3,16,51
OD461,21,461,2016-12-15,3,3,11,12
OD462,15,462,2016-12-15,10,7,3,3
OD463,9,463,2017-04-22,2,2,1,20
OD464,30,464,2017-04-22,5,3,16,51
OD465,9,465,2017-04-22,4,4,21,50
OD466,36,466,2017-04-22,15,2,14,18
OD467,16,467,2017-04-22,9,6,21,50
OD468,22,468,2016-01-17,13,1,20,39
OD469,6,469,2018-03-31,7,5,16,59
OD470,3,470,2017-12-16,19,4,18,33
OD471,11,471,2016-12-20,15,2,10,68
OD472,11,472,2015-11-09,23,5,3,3
OD473,30,473,2015-11-09,12,7,9,10
OD474,11,474,2015-11-09,15,2,3,3
OD475,33,475,2015-11-09,20,7,11,12
OD476,18,476,2015-11-09,1,1,2,90
OD477,3,477,2015-11-09,23,5,3,3
OD478,48,478,2017-07-12,5,3,3,3
OD479,48,479,2017-10-27,3,3,3,48
OD480,4,480,2017-06-26,19,4,20,44
OD481,45,481,2017-06-26,9,6,2,25
OD482,22,482,2015-10-06,8,5,10,11
OD483,27,483,2015-07-22,8,5,4,27
OD484,2,484,2015-07-22,3,3,24,47
OD485,31,485,2018-06-10,11,6,15,19
OD486,15,486,2018-06-10,11,6,23,73
OD487,1,487,2018-06-10,19,4,23,73
OD488,26,488,2015-10-29,14,7,11,37
OD489,18,489,2015-06-09,11,6,7,34
OD490,41,490,2015-06-09,9,6,7,34
OD491,44,491,2015-06-09,8,5,8,32
OD492,11,492,2015-09-14,15,2,15,22
OD493,25,493,2015-09-14,6,4,5,62
OD494,46,494,2017-05-09,15,2,19,58
OD495,21,495,2017-03-18,2,2,21,92
OD496,5,496,2016-12-27,15,2,2,2
OD497,35,497,2017-07-25,3,3,10,11
OD498,3,498,2017-07-25,2,2,19,58
OD499,41,499,2017-07-25,17,4,24,61
OD500,35,500,2017-07-25,14,7,13,14
OD501,36,501,2017-05-30,15,2,20,91
OD502,42,502,2017-05-30,20,7,7,8
OD503,13,503,2017-05-30,11,6,14,18
OD504,35,504,2017-05-30,16,3,21,50
OD505,33,505,2017-05-30,23,5,3,3
OD506,8,506,2018-11-12,2,2,17,30
OD507,49,507,2016-03-16,22,3,10,94
OD508,30,508,2016-03-16,9,6,3,88
OD509,43,509,2016-03-16,18,6,10,94
OD510,31,510,2016-03-16,13,1,23,89
OD511,18,511,2018-11-26,19,4,15,76
OD512,22,512,2018-11-26,23,5,7,34
OD513,49,513,2017-10-20,23,5,20,44
OD514,17,514,2018-12-21,1,1,7,8
OD515,19,515,2018-12-21,2,2,5,23
OD516,42,516,2018-01-22,10,7,14,18
OD517,14,517,2018-01-22,10,7,9,10
OD518,15,518,2018-01-22,18,6,15,19
OD519,35,519,2018-01-22,10,7,23,73
OD520,9,520,2016-03-22,23,5,18,33
OD521,17,521,2016-03-22,14,7,18,33
OD522,35,522,2016-03-22,12,7,10,21
OD523,13,523,2018-01-23,4,4,3,60
OD524,7,524,2017-05-21,1,1,14,18
OD525,44,525,2017-05-21,10,7,13,14
OD526,32,526,2016-12-26,12,7,2,25
OD527,46,527,2018-10-21,8,5,6,95
OD528,19,528,2018-10-21,18,6,18,84
OD529,9,529,2016-09-03,11,6,10,68
OD530,41,530,2016-09-03,23,5,1,28
OD531,35,531,2016-09-03,20,7,10,68
OD532,38,532,2016-11-07,12,7,23,73
OD533,36,533,2018-09-07,18,6,5,23
OD534,49,534,2017-05-29,5,3,20,86
OD535,27,535,2017-05-29,16,3,15,82
OD536,28,536,2017-07-10,18,6,9,10
OD537,39,537,2018-09-03,15,2,7,34
OD538,46,538,2016-12-03,15,2,3,48
OD539,50,539,2016-12-07,22,3,22,52
OD540,50,540,2016-12-07,9,6,18,84
OD541,16,541,2015-02-01,15,2,6,79
OD542,2,542,2017-07-14,19,4,4,6
OD543,49,543,2016-12-18,15,2,20,44
OD544,14,544,2015-05-11,9,6,18,33
OD545,42,545,2015-05-11,4,4,5,42
OD546,50,546,2015-05-11,12,7,14,54
OD547,11,547,2018-11-19,9,6,8,71
OD548,35,548,2018-11-19,8,5,14,69
OD549,6,549,2016-11-15,20,7,19,36
OD550,11,550,2016-11-15,15,2,5,42
OD551,45,551,2016-11-15,12,7,22,43
OD552,19,552,2017-04-15,14,7,23,73
OD553,37,553,2018-09-11,15,2,8,64
OD554,11,554,2018-11-24,2,2,13,15
OD555,17,555,2018-06-29,21,1,3,3
OD556,11,556,2015-03-03,10,7,21,92
OD557,34,557,2017-06-10,17,4,10,11
OD558,10,558,2017-06-10,10,7,20,91
OD559,33,559,2017-06-10,18,6,23,73
OD560,43,560,2018-11-20,20,7,8,9
OD561,11,561,2018-11-20,23,5,3,3
OD562,33,562,2015-09-14,19,4,23,89
OD563,47,563,2015-09-14,4,4,20,86
OD564,37,564,2016-12-07,19,4,1,20
OD565,24,565,2016-12-07,2,2,24,61
OD566,30,566,2018-12-07,6,4,11,12
OD567,5,567,2018-10-01,7,5,24,61
OD568,50,568,2018-10-01,10,7,6,7
OD569,34,569,2018-10-01,13,1,22,75
OD570,29,570,2018-10-01,22,3,8,9
OD571,20,571,2018-12-28,8,5,13,26
OD572,3,572,2018-12-28,23,5,8,71
OD573,27,573,2018-12-28,7,5,14,69
OD574,5,574,2018-12-28,4,4,14,69
OD575,27,575,2017-11-03,10,7,17,49
OD576,35,576,2016-09-18,2,2,2,90
OD577,13,577,2016-09-18,7,5,2,90
OD578,40,578,2016-09-18,5,3,1,20
OD579,35,579,2018-07-20,17,4,2,16
OD580,24,580,2018-07-20,5,3,12,67
OD581,5,581,2016-09-10,19,4,4,6
OD582,32,582,2018-12-01,15,2,16,51
OD583,15,583,2018-12-01,3,3,14,18
OD584,3,584,2018-12-01,6,4,5,23
OD585,15,585,2018-12-01,20,7,1,20
OD586,21,586,2018-12-01,11,6,4,6
OD587,49,587,2016-07-03,9,6,7,96
OD588,44,588,2016-07-03,21,1,11,83
OD589,44,589,2017-03-20,22,3,6,7
OD590,21,590,2017-03-20,8,5,23,73
OD591,48,591,2017-03-20,1,1,15,19
OD592,20,592,2017-03-20,17,4,18,78
OD593,38,593,2015-01-09,16,3,18,33
OD594,2,594,2015-01-09,21,1,5,42
OD595,43,595,2015-08-08,18,6,18,78
OD596,2,596,2015-08-08,22,3,18,78
OD597,34,597,2015-08-08,2,2,1,20
OD598,43,598,2015-08-08,10,7,20,91
OD599,17,599,2017-07-14,10,7,7,74
OD600,6,600,2017-07-16,4,4,10,68
OD601,39,601,2017-07-16,9,6,19,70
OD602,25,602,2017-07-16,15,2,17,30
OD603,45,603,2015-03-15,21,1,3,88
OD604,47,604,2015-03-15,18,6,8,64
OD605,13,605,2015-03-15,2,2,16,85
